Country Name,Code,Year,Coal electricity per capita (kWh),Gas electricity per capita (kWh),Oil electricity per capita (kWh),Nuclear electricity per capita (kWh),Hydro electricity per capita (kWh),Wind electricity per capita (kWh),Solar electricity per capita (kWh),Other renewable electricity including bioenergy per capita (kWh),,Coal %,Gas %,Oil %,Nuclear %,Hydro %,Wind %,Solar %,Other renewable %
Brunei,BRN,2000,0,0,7157.039063,0,0,0,0,0,7157.039063,0,0,100,0,0,0,0,0
Brunei,BRN,2001,0,0,7101.793457,0,0,0,0,0,7101.793457,0,0,100,0,0,0,0,0
Brunei,BRN,2002,0,0,7309.983398,0,0,0,0,0,7309.983398,0,0,100,0,0,0,0,0
Brunei,BRN,2003,0,0,8473.40332,0,0,0,0,0,8473.40332,0,0,100,0,0,0,0,0
Brunei,BRN,2004,0,0,8516.611328,0,0,0,0,0,8516.611328,0,0,100,0,0,0,0,0
Brunei,BRN,2005,0,0,8371.326172,0,0,0,0,0,8371.326172,0,0,100,0,0,0,0,0
Brunei,BRN,2006,0,0,8315.138672,0,0,0,0,0,8315.138672,0,0,100,0,0,0,0,0
Brunei,BRN,2007,0,0,8422.198242,0,0,0,0,0,8422.198242,0,0,100,0,0,0,0,0
Brunei,BRN,2008,0,7462.705566,910.0861206,0,0,0,0,0,8372.791687,0,89.13043397,10.86956603,0,0,0,0,0
Brunei,BRN,2009,0,7737.20166,947.9353027,0,0,0,0,0,8685.136963,0,89.08554572,10.91445428,0,0,0,0,0
Brunei,BRN,2010,0,7928.011719,1085.683105,0,0,0,0,0,9013.694824,0,87.95518235,12.04481765,0,0,0,0,0
Brunei,BRN,2011,0,7720.757813,996.2268066,0,0,0,0,0,8716.984619,0,88.57142865,11.42857135,0,0,0,0,0
Brunei,BRN,2012,0,8066.162109,1032.862183,0,0,0,0,0,9099.024292,0,88.64864903,11.35135097,0,0,0,0,0
Brunei,BRN,2013,0,8914.171875,1141.596924,0,0,0,0,0,10055.7688,0,88.64734317,11.35265683,0,0,0,0,0
Brunei,BRN,2014,0,9023.927734,1151.990845,0,0,0,0,0,10175.91858,0,88.67924467,11.32075533,0,0,0,0,0
Brunei,BRN,2015,0,8850.418945,498.2809448,0,0,0,0,0,9348.69989,0,94.67005091,5.329949091,0,0,0,0,0
Brunei,BRN,2016,0,8920.166992,492.956604,0,0,0,0,0,9413.123596,0,94.7630922,5.236907802,0,0,0,0,0
Brunei,BRN,2017,0,8598.851563,488.0429382,0,0,0,0,0,9086.894501,0,94.62915589,5.370844112,0,0,0,0,0
Brunei,BRN,2018,0,8796.107422,506.5821228,0,0,0,0,0,9302.689545,0,94.55445524,5.445544757,0,0,0,0,0
Brunei,BRN,2019,5250.446289,5044.994141,296.7643433,0,0,0,0,0,10592.20477,49.56896512,47.62931088,2.801724,0,0,0,0,0
Brunei,BRN,2020,4935.074219,4753.970215,271.6554565,0,0,0,0,0,9960.69989,49.54545638,47.72727085,2.727272777,0,0,0,0,0
Cambodia,KHM,2000,0,0,34.65677261,0,4.125805855,0,0,0,38.78257847,0,0,89.36170307,0,10.63829693,0,0,0
Cambodia,KHM,2001,0,0,38.9035759,0,2.431473494,0,0,0,41.33504939,0,0,94.11764706,0,5.882352941,0,0,0
Cambodia,KHM,2002,0,0,52.54031372,0,2.388195992,0,0,0,54.92850971,0,0,95.65217406,0,4.347825936,0,0,0
Cambodia,KHM,2003,0,0,52.39403915,0,3.128002405,0,0,0,55.52204156,0,0,94.36619707,0,5.633802932,0,0,0
Cambodia,KHM,2004,0,0,56.08319473,0,2.304788828,0,0,0,58.38798356,0,0,96.05263157,0,3.947368426,0,0,0
Cambodia,KHM,2005,0,0,64.92237854,0,3.019645452,0,0,0,67.94202399,0,0,95.55555564,0,4.444444359,0,0,0
Cambodia,KHM,2006,0,0,72.71226501,0,3.709809542,0,0,5.935695171,82.35776973,0,0,88.28828811,0,4.504504619,0,0,7.207207275
Cambodia,KHM,2007,0,0,91.14242554,0,3.645697117,0,0,8.020533562,102.8086562,0,0,88.65248209,0,3.546099376,0,0,7.801418535
Cambodia,KHM,2008,0,0,88.21063232,0,2.868638515,0,0,8.605916023,99.68518686,0,0,88.48920798,0,2.877697886,0,0,8.633094138
Cambodia,KHM,2009,0,0,72.76199341,0,2.825708389,0,0,7.770698071,83.35839987,0,0,87.28813596,0,3.389830412,0,0,9.322033632
Cambodia,KHM,2010,0,0,57.08901596,0,2.08862257,0,0,6.265867233,65.44350576,0,0,87.234043,0,3.191489431,0,0,9.574467566
Cambodia,KHM,2011,0,0,57.63730621,0,3.430792093,0,0,6.861584187,67.92968249,0,0,84.84848464,0,5.050505121,0,0,10.10101024
Cambodia,KHM,2012,0,0,35.84313965,0,34.49057007,0,0,22.31742859,92.65113831,0,0,38.68612982,0,37.22627773,0,0,24.08759244
Cambodia,KHM,2013,0,0,32.00065994,0,67.3347168,0,0,15.33364964,114.6690264,0,0,27.90697798,0,58.72092833,0,0,13.37209369
Cambodia,KHM,2014,50.62186813,0,17.09309769,0,120.3091202,0,0,7.231695652,195.2557817,25.92592532,0,8.75420822,0,61.61616274,0,0,3.703703722
Cambodia,KHM,2015,112.2099533,0,23.99866104,0,128.4252625,0,0,9.729187012,274.3630638,40.89834533,0,8.747045141,0,46.80851011,0,0,3.546099419
Cambodia,KHM,2016,138.2436676,0,29.44078064,0,165.764389,0,0,11.52030563,344.9691429,40.07421256,0,8.534322923,0,48.0519468,0,0,3.339517713
Cambodia,KHM,2017,201.5072784,0,31.58421135,0,171.1864319,0,0,20.2138958,424.4918175,47.47023856,0,7.440475894,0,40.32738084,0,0,4.761904698
Cambodia,KHM,2018,159.7479706,0,24.96062088,0,292.663269,0,1.24803102,16.22440338,494.8442949,32.28247193,0,5.044136335,0,59.14249635,0,0.252206812,3.278688579
Cambodia,KHM,2019,210.3932343,0,32.70041275,0,248.6465454,0,5.552900314,20.97762299,518.2707157,40.59523872,0,6.309523529,0,47.97619041,0,1.071428531,4.047618812
Cambodia,KHM,2020,209.7962189,0,25.00478172,0,212.8455811,0,5.488854408,13.41720009,466.5526361,44.96732043,0,5.359477106,0,45.62091489,0,1.176470559,2.875817014
Indonesia,IDN,1985,31.43680954,10.94557381,39.66307831,0,16.68686867,0,0,0,98.73233032,31.84044116,11.08610905,40.17233076,0,16.90111903,0,0,0
Indonesia,IDN,1986,31.62588882,11.01140594,39.90163422,0,26.33841515,0,0,0,108.8773441,29.0472633,10.11358794,36.64824352,0,24.19090524,0,0,0
Indonesia,IDN,1987,35.86061478,12.4858427,45.24449158,0,26.57975006,0,0,0,120.1706991,29.84139648,10.3900891,37.65018587,0,22.11832856,0,0,0
Indonesia,IDN,1988,43.12256622,15.01428699,54.40672302,0,28.65025711,0,0,0,141.1938334,30.5413949,10.63381214,38.5333564,0,20.29143655,0,0,0
Indonesia,IDN,1989,47.549366,16.5555954,59.99191666,0,35.09358215,0,0,0,159.1904602,29.86948209,10.39986654,37.68562298,0,22.04502839,0,0,0
Indonesia,IDN,1990,53.62332916,18.66909218,67.65529633,0,35.64143753,0,0,6.189177513,181.7783327,29.4992964,10.27025163,37.21857018,0,19.60708793,0,0,3.404793861
Indonesia,IDN,1991,59.59363556,23.46671867,76.84362793,0,39.97151947,0,0,5.67249155,205.5479932,28.99256501,11.41666154,37.38476194,0,19.4463195,0,0,2.759692013
Indonesia,IDN,1992,60.25549316,17.23280144,79.23305511,0,51.15380096,0,0,5.75810957,213.6332603,28.20510865,8.066534873,37.0883518,0,23.9446802,0,0,2.695324484
Indonesia,IDN,1993,55.70831299,22.51669502,76.79116821,0,46.3711586,0,0,5.69513607,207.0824709,26.90151066,10.87329841,37.0824087,0,22.39260445,0,0,2.750177765
Indonesia,IDN,1994,65.69165802,63.27190399,57.46075058,0,40.95316315,0,0,8.22819519,235.6056709,27.88203601,26.85500045,24.38852611,0,17.3820787,0,0,3.492358719
Indonesia,IDN,1995,72.50730896,104.3026276,43.29869461,0,41.85491943,0,0,11.16648865,273.1300392,26.54680868,38.18790048,15.85277648,0,15.32417289,0,0,4.088341465
Indonesia,IDN,1996,82.78440857,108.532196,45.54649734,0,43.82084656,0,0,11.63443375,292.3183823,28.31994619,37.12807768,15.58112664,0,14.99079402,0,0,3.980055464
Indonesia,IDN,1997,100.0485306,144.7283783,58.67383575,0,28.66479492,0,0,13.33336449,345.448904,28.96188971,41.89574105,16.98480877,0,8.2978393,0,0,3.859721172
Indonesia,IDN,1998,107.9429321,149.4945984,45.85113525,0,49.85915756,0,0,15.81146622,368.9592896,29.25605485,40.51791149,12.42715295,0,13.51345771,0,0,4.28542299
